日期,阳性感染者,确诊病例,无症状感染者,轻型,普通型,重型,危重型,死亡,治愈出院,解除医学观察,尚在医学观察,本土阳性感染者,本土确诊病例,本土无症状感染者,从闭环隔离中发现的阳性感染者,从风险人群中发现的阳性感染者,从无症状感染者转归确诊的病例,从闭环隔离中发现的本土病例,从风险人群中发现的本土病例,从闭环隔离中发现的无症状感染者,从风险人群中发现的无症状感染者,本土病例出院,本土解除医学观察,本土死亡病例,本土尚在医学观察,境外输入阳性感染者,境外输入病例,境外输入无症状感染者,境外输入病例出院,境外输入解除医学观察,境外输入死亡,境外输入尚在医学观察,当前重症病例,当前危重症病例,当前在院治疗,当前本土在院治疗,当前境外输入在院治疗,累计本土阳性感染者,累计本土确诊,累计治愈出院,累计本土死亡,累计境外输入确诊病例,累计境外输入治愈出院,朝阳区_阳性,东城区_阳性,西城区_阳性,海淀区_阳性,房山区_阳性,丰台区_阳性,石景山区_阳性,门头沟区_阳性,大兴区_阳性,通州区_阳性,顺义区_阳性,昌平区_阳性,怀柔区_阳性,平谷区_阳性,密云区_阳性,延庆区_阳性,朝阳区_阳性_来自闭环隔离,东城区_阳性_来自闭环隔离,西城区_阳性_来自闭环隔离,海淀区_阳性_来自闭环隔离,房山区_阳性_来自闭环隔离,丰台区_阳性_来自闭环隔离,石景山区_阳性_来自闭环隔离,门头沟区_阳性_来自闭环隔离,大兴区_阳性_来自闭环隔离,通州区_阳性_来自闭环隔离,顺义区_阳性_来自闭环隔离,昌平区_阳性_来自闭环隔离,怀柔区_阳性_来自闭环隔离,平谷区_阳性_来自闭环隔离,密云区_阳性_来自闭环隔离,延庆区_阳性_来自闭环隔离,朝阳区_阳性_来自风险人群,东城区_阳性_来自风险人群,西城区_阳性_来自风险人群,海淀区_阳性_来自风险人群,房山区_阳性_来自风险人群,丰台区_阳性_来自风险人群,石景山区_阳性_来自风险人群,门头沟区_阳性_来自风险人群,大兴区_阳性_来自风险人群,通州区_阳性_来自风险人群,顺义区_阳性_来自风险人群,昌平区_阳性_来自风险人群,怀柔区_阳性_来自风险人群,平谷区_阳性_来自风险人群,密云区_阳性_来自风险人群,延庆区_阳性_来自风险人群,朝阳区_确诊,东城区_确诊,西城区_确诊,海淀区_确诊,房山区_确诊,丰台区_确诊,石景山区_确诊,门头沟区_确诊,大兴区_确诊,通州区_确诊,顺义区_确诊,昌平区_确诊,怀柔区_确诊,平谷区_确诊,密云区_确诊,延庆区_确诊,朝阳区_确诊_来自闭环隔离,东城区_确诊_来自闭环隔离,西城区_确诊_来自闭环隔离,海淀区_确诊_来自闭环隔离,房山区_确诊_来自闭环隔离,丰台区_确诊_来自闭环隔离,石景山区_确诊_来自闭环隔离,门头沟区_确诊_来自闭环隔离,大兴区_确诊_来自闭环隔离,通州区_确诊_来自闭环隔离,顺义区_确诊_来自闭环隔离,昌平区_确诊_来自闭环隔离,怀柔区_确诊_来自闭环隔离,平谷区_确诊_来自闭环隔离,密云区_确诊_来自闭环隔离,延庆区_确诊_来自闭环隔离,朝阳区_确诊_来自无症状感染者,东城区_确诊_来自无症状感染者,西城区_确诊_来自无症状感染者,海淀区_确诊_来自无症状感染者,房山区_确诊_来自无症状感染者,丰台区_确诊_来自无症状感染者,石景山区_确诊_来自无症状感染者,门头沟区_确诊_来自无症状感染者,大兴区_确诊_来自无症状感染者,通州区_确诊_来自无症状感染者,顺义区_确诊_来自无症状感染者,昌平区_确诊_来自无症状感染者,怀柔区_确诊_来自无症状感染者,平谷区_确诊_来自无症状感染者,密云区_确诊_来自无症状感染者,延庆区_确诊_来自无症状感染者,朝阳区_确诊_来自风险人群,东城区_确诊_来自风险人群,西城区_确诊_来自风险人群,海淀区_确诊_来自风险人群,房山区_确诊_来自风险人群,丰台区_确诊_来自风险人群,石景山区_确诊_来自风险人群,门头沟区_确诊_来自风险人群,大兴区_确诊_来自风险人群,通州区_确诊_来自风险人群,顺义区_确诊_来自风险人群,昌平区_确诊_来自风险人群,怀柔区_确诊_来自风险人群,平谷区_确诊_来自风险人群,密云区_确诊_来自风险人群,延庆区_确诊_来自风险人群,朝阳区_无症状,东城区_无症状,西城区_无症状,海淀区_无症状,房山区_无症状,丰台区_无症状,石景山区_无症状,门头沟区_无症状,大兴区_无症状,通州区_无症状,顺义区_无症状,昌平区_无症状,怀柔区_无症状,平谷区_无症状,密云区_无症状,延庆区_无症状,朝阳区_无症状_来自闭环隔离,东城区_无症状_来自闭环隔离,西城区_无症状_来自闭环隔离,海淀区_无症状_来自闭环隔离,房山区_无症状_来自闭环隔离,丰台区_无症状_来自闭环隔离,石景山区_无症状_来自闭环隔离,门头沟区_无症状_来自闭环隔离,大兴区_无症状_来自闭环隔离,通州区_无症状_来自闭环隔离,顺义区_无症状_来自闭环隔离,昌平区_无症状_来自闭环隔离,怀柔区_无症状_来自闭环隔离,平谷区_无症状_来自闭环隔离,密云区_无症状_来自闭环隔离,延庆区_无症状_来自闭环隔离,朝阳区_无症状_来自风险人群,东城区_无症状_来自风险人群,西城区_无症状_来自风险人群,海淀区_无症状_来自风险人群,房山区_无症状_来自风险人群,丰台区_无症状_来自风险人群,石景山区_无症状_来自风险人群,门头沟区_无症状_来自风险人群,大兴区_无症状_来自风险人群,通州区_无症状_来自风险人群,顺义区_无症状_来自风险人群,昌平区_无症状_来自风险人群,怀柔区_无症状_来自风险人群,平谷区_无症状_来自风险人群,密云区_无症状_来自风险人群,延庆区_无症状_来自风险人群,来源
2022-04-26,34,31,3,26,5,0,0,0,3,0,0,34,31,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,9,1,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,9,3,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220427_2693371.html
2022-04-25,33,32,1,28,1,0,0,0,2,0,0,33,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,1,0,0,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,4,1,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220426_2691803.html
2022-04-24,20,15,5,11,2,0,0,0,5,0,0,19,14,5,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,4,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,1,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220425_2688777.html
2022-04-23,23,22,1,19,3,0,0,0,6,0,0,22,22,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220424_2686947.html
2022-04-22,8,8,0,4,1,0,0,0,3,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220423_2686701.html
2022-04-21,2,1,1,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220422_2685239.html
2022-04-20,1,1,0,0,0,0,0,0,2,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220421_2683637.html
2022-04-19,2,2,0,0,0,0,0,0,3,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220420_2681749.html
2022-04-18,3,3,0,2,0,0,0,0,9,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220419_2680588.html
2022-04-17,8,7,1,3,0,0,0,0,7,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,5,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220418_2679337.html
2022-04-16,3,0,3,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220417_2679224.html
2022-04-15,4,1,3,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220416_2679094.html
2022-04-14,3,3,0,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220415_2677562.html
2022-04-13,2,2,0,0,0,0,0,0,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220414_2676347.html
2022-04-12,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220413_2674889.html
2022-04-11,4,4,0,0,0,0,0,0,1,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220412_2672245.html
2022-04-10,1,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220411_2670772.html
2022-04-09,5,4,1,0,0,0,0,0,6,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220410_2670676.html
2022-04-08,9,8,1,0,0,0,0,0,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,http://wjw.beijing.gov.cn/wjwh/ztzl/xxgzbd/gzbdyqtb/202204/t20220409_2670579.html
